Category,Year,Statement,TaxonomyA_Categories,TaxonomyA_Explanations,TaxonomyB_Categories,TaxonomyB_Explanations
Kilroy_Reality,2020,"Our most ambitious environmental goal, carbon neutral operations, is now a reality.",,,3,"This statement refers to a past commitment that has been achieved, hence it falls under category 3 of Taxonomy B."
Kilroy_Reality,2020,"this Sustainability Report contains forward-looking statements within the meaning of Section 27A of the Securities Act of 1933, as amended and Section 21E of the Securities Exchange Act of 1934, as amended.",2,"This statement refers to a high-level commitment to sustainability, hence it falls under category 2 of Taxonomy A.",,
Kilroy_Reality,2020,"Over the next five years, our focus will be on reducing our “Scope 3” emissions (those which are the result of activities from assets over which we don’t have direct control).",3,"This statement refers to a specific numeric target for reducing Scope 3 emissions, hence it falls under category 3 of Taxonomy A.",,
Kilroy_Reality,2020,"t ownership) through careful management of the embodied carbon of our construction projects, tenant emissions and both employee and tenant travel. And, we will continue to lead in regional and national policy advocacy. based on our track record, i am confident we can achieve even greater sustainability goals, despite challenges we know the future will bring.",2,The company makes a high-level commitment to manage carbon emissions and lead in policy advocacy.,,
Kilroy_Reality,2020,"Highlighted on the next pages are our current integrated strategies as well as our plans for future work environments, which include new sanitation technologies, adaptable shared spaces, and flexible building designs.",5,"The company outlines a detailed plan for future work environments, including new sanitation technologies and building designs.",,
Kilroy_Reality,2020,"We believe our ever expanding racial and gender diversity within our employee base is the direct result of our proactive efforts over many years to create an inclusive culture, and we commit to continuing to cultivate equality in our workforce.",2,The company makes a high-level commitment to continue cultivating equality in their workforce.,3,The company acknowledges progress in expanding racial and gender diversity within their employee base.
Kilroy_Reality,2020,"As of December 31, 2020, the company’s stabilized portfolio1 totaled approximately 14.6 million square feet of primarily office and life science space that was 91.2% occupied and 94.3% leased. the company also had 808 residential units in Hollywood and San Diego, which had a fourth quarter average occupancy of 89.5% and 50.4%, respectively. total revenue for the year ending December 31, 2020 was $898 million. in addition, KRC had six in-process development projects with an estimated total investment of $1.6 billion, totaling approximately 1.9 million square feet of office and life science space. the office and life science space was 89% leased.",,,3,The company acknowledges progress in their portfolio and development projects.
Kilroy_Reality,2020,100% reduction from 2011 baseline emissions1,3,This statement refers to a specific numeric target for future carbon emissions reduction.,3,This statement acknowledges progress towards a past commitment to reduce carbon emissions.
Kilroy_Reality,2020,27.9% reduction from 2011 baseline consumption,3,This statement refers to a specific numeric target for future energy consumption reduction.,3,This statement acknowledges progress towards a past commitment to reduce energy consumption.
Kilroy_Reality,2020,Our vision is a resilient portfolio that minimizes environmental and social impacts related to the development and operation of our buildings,2,"This statement refers to a high-level commitment to minimize environmental impacts, including carbon emissions.",,
Kilroy_Reality,2020,We identify climate change as a risk to our business and an opportunity for long-term value creation and a key driver in long-term strategic business decisions.,2,This statement refers to a high-level commitment to address climate change risks and opportunities in strategic business decisions.,,
Kilroy_Reality,2020,Climate-related risks and opportunities are governed by the board through the Corporate Social Responsibility and Sustainability Committee.,2,This statement refers to a high-level commitment to govern climate-related risks and opportunities at the board level.,,
Kilroy_Reality,2020,We use this scenario to assess physical and social risks and opportunities for our business.,5,This statement refers to a detailed plan or roadmap for assessing physical and social risks and opportunities related to climate change.,,
Kilroy_Reality,2020,We use this scenario to assess transitional risks and opportunities for our business.,5,This statement refers to a detailed plan or roadmap for assessing transitional risks and opportunities related to climate change.,,
Kilroy_Reality,2020,"in 2020, we fulfilled the promise that KRC CEO John Kilroy announced at the 2018 Global Climate Action Summit: that we would achieve carbon neutral operations, otherwise known as Scope 1 and Scope 2 carbon neutrality, by year end 2020.",4,This statement refers to a specific commitment to achieve net-zero or carbon-neutral operations.,3,This statement acknowledges progress towards or achievement of a past commitment to carbon neutrality.
Kilroy_Reality,2020,"this exceeds our Scope 1 and Scope 2 carbon reduction goals previously validated by Science-based targets2, which is a 72% reduction across scopes 1, 2 and 3 by 2050.","3, 6","This statement refers to a specific numeric target for carbon reduction. | The commitment is based on an external framework, the Science-Based Targets initiative.",5,This statement refers to an updated or extended commitment to carbon reduction.
Kilroy_Reality,2020,"now that we have achieved carbon neutral operations, we are focusing on reducing our Scope 3 emissions.",5,This statement refers to a detailed plan or roadmap for reducing Scope 3 emissions.,3,This statement acknowledges progress towards or achievement of a past commitment to carbon neutrality.
