Category,Year,Statement,TaxonomyA_Categories,TaxonomyA_Explanations,TaxonomyB_Categories,TaxonomyB_Explanations
Kilroy_Reality,2017,"Going forward, we will continue to lead in the market in sustainability, building health, biodiversity, and other cutting-edge initiatives to push our entire industry to reduce its environmental impact.",2,This statement shows a high-level commitment to sustainability and reducing environmental impact.,,
Kilroy_Reality,2017,"Over the next 5 years, our focus will be resetting and then meeting science-based targets for carbon reductions in our existing and development portfolios.","3, 6","This statement shows a specific numeric target for carbon reductions. | The targets are described as 'science-based', indicating a commitment to an external framework.",,
Kilroy_Reality,2017,In 2017 we solidified our position as the North American leader in sustainable office development and operations.,,,3,This statement acknowledges progress towards past commitments.
Kilroy_Reality,2017,"We reduced energy consumption in our office portfolio by 4%, exceeding our science-based target of 2%.",,,3,This statement acknowledges progress towards a specific past commitment.
Kilroy_Reality,2017,"We completed Fitwel certifications of 10 assets, representing 23% of our portfolio.",,,3,This statement acknowledges progress towards a specific past commitment.
Kilroy_Reality,2017,We are the premier developer and operator of LEED properties on the West Coast. All of our development projects are built to LEED Platinum and Gold standards and our stabilized portfolio is 58% LEED certified.,,,3,This statement acknowledges progress towards a specific past commitment.
Kilroy_Reality,2017,We successfully incorporated all new development projects into our biodiversity program.,,,3,This statement acknowledges progress towards a specific past commitment.
Kilroy_Reality,2017,"Our sustainability challenges include increasing our waste diversion rates despite market obstacles, sourcing water projects to meet our financial targets, and further expanding our biodiversity, health and resilience programs while still delivering the highest levels of excellence in sustainability.",2,This statement shows a high-level commitment to overcoming challenges and improving sustainability.,,
Kilroy_Reality,2017,raising the regional sourcing goal to projects will achieve at least 20% 20% in 2018.,3,This statement refers to a specific numeric target for regional sourcing goal.,,
Kilroy_Reality,2017,75% On track. All 2017 projects achieved this goal.,,,3,This statement acknowledges progress or achievement of past commitments.
Kilroy_Reality,2017,Construction projects will achieve at least 75% diversion of construction waste from landfill,3,This statement refers to a specific numeric target for waste diversion.,,
Kilroy_Reality,2017,All new landscape projects will On track. More information on page 90.,2,This statement refers to a generic or high-level commitment for new landscape projects.,,
Kilroy_Reality,2017,"Completed development projects On track. Hollywood Proper Residences, 333 Brannan and 350 Mission all achieved health certifications in 2017.",,,3,This statement acknowledges progress or achievement of past commitments.
Kilroy_Reality,2017,"Benchmark all energy, water and waste data on at least a monthly basis, including tenant data. 100% in directly-managed assets and 86% of tenant managed assets, for a 94% coverage rate across our entire portfolio.",3,"This statement refers to a specific numeric target for benchmarking energy, water, and waste data.",,
Kilroy_Reality,2017,Maintain a portfolio-wide green cleaning program that would earn maximum points under LEED for Existing Buildings.,2,This statement refers to a generic or high-level commitment for maintaining a green cleaning program.,,
Kilroy_Reality,2017,33% of all existing assets earn Fitwel certification.,3,This statement refers to a specific numeric target for earning Fitwel certification.,,
Kilroy_Reality,2017,"Our sustainability vision is a portfolio that minimizes negative social and environmental impacts of the construction and operation of our buildings while maximizing tenant comfort, health and financial returns.",2,This statement refers to a generic or high-level commitment for sustainability vision.,,
Kilroy_Reality,2017,"Our Environmental programs span three interacting divisions: Existing Buildings, New Development, and Industry Engagement.",2,This statement refers to a generic or high-level commitment for environmental programs.,,
Kilroy_Reality,2017,"the cost per square foot of energy at Skyline Tower went from $2.01 in 2014 to $1.71 in 2017, a 15% decrease.",,,3,"This statement refers to a past commitment to reduce energy costs, and acknowledges progress towards that goal."
Kilroy_Reality,2017,"The team conducted the project in 3 large phases over 3 years: • 2014 - BAS upgrade $64,457 • 2015 – Mechanical upgrades $348,272.92 • 2016 - $53,427.96",,,3,"This statement refers to past commitments to conduct upgrades over a period of three years, and acknowledges that these commitments were achieved."
Kilroy_Reality,2017,"We cut the ribbon on our first seven solar installations in 2017, which will generate 3.9 MW of renewable energy each year. Two more installations are planned for 2018.",3,This statement refers to a specific numeric target for future solar installations.,3,"This statement refers to past commitments to install solar installations, and acknowledges that these commitments were achieved."
Kilroy_Reality,2017,We have executed contracts with two different providers of battery storage for 2018 installations.,3,This statement refers to a specific numeric target for future battery storage installations.,,
Kilroy_Reality,2017,"Achieved a 0.2% reduction in water use from 2016 levels, bringing our total reduction from 2012 levels to 12%.",,,3,"This statement refers to a past commitment to reduce water use, and acknowledges progress towards that goal."
Kilroy_Reality,2017,"As a result of all of these efforts, 303 Second Street has reduced energy consumption 18% and water consumption 29% since we acquired the building.",,,3,This statement acknowledges progress on past commitments to reduce energy and water consumption.
Kilroy_Reality,2017,"In 2017 we successfully LEED certified to the Gold level five buildings (303 2nd Street, San Francisco; 2829 Townsgate, Westlake Village; 23975 Park Sorrento, Calabasas; 24025 Park Sorrento, Calabasas; 6455 W Sunset Blvd, Hollywood) spanning nearly 1.4 million square feet through USGBC’s performance-based certification platform, Arc.",,,3,This statement acknowledges progress on past commitments to achieve LEED certification for specific buildings.
Kilroy_Reality,2017,"Using Arc increases the rate at which we certify buildings, and also holds us to a higher standard of excellence because it requires annual recertification, rather than recertification every five years. We have many additional certifications through Arc planned for 2018 and beyond.",5,This statement outlines a detailed plan or roadmap for future LEED certifications.,,
Kilroy_Reality,2017,"We aim for the highest level of performance in energy and water efficiency, waste management, tenant engagement, environmental construction, sustainable building operations, green building certifications, materials selection and community involvement.",2,This statement represents a generic/high-level commitment to various aspects of sustainability.,,
Kilroy_Reality,2017,"For example, we tweeted about Salesforce’s announcement that it had achieved carbon neutrality for scope 1 and 2 emissions, and that YuMe had collaborated with us on a Green Lease Leaders Team Transaction award.",,,3,This statement acknowledges progress on past commitments to achieve carbon neutrality and collaborate on a Green Lease Leaders Team Transaction award.
Kilroy_Reality,2017,"We have longstanding expertise in planning for seismic events by incorporating seismic gas shutoff valves, increased sprinkler seismic bracing, and locking sprinkler valves in the open position for relevant projects.",,,3,This statement acknowledges progress on past commitments to plan for seismic events.
Kilroy_Reality,2017,We are currently exploring a range of mitigation strategies to cope with potential sea level rise. This includes putting important equipment on risers or relocating it from,2,This statement represents a generic/high-level commitment to explore mitigation strategies for potential sea level rise.,,
Kilroy_Reality,2017,"Our expanded resilience strategy involves five steps: 1. Identify: Perform Risk Assessment and Identify Interdependencies 2. Analyze: Perform Business Impact Analysis 3. Develop: Select Recovery Strategies 4. Implement: Implement Updated Business Recovery Plans 5. Maintain: Plan Testing, Training, and Maintenance",5,"This statement outlines a detailed plan or roadmap for resilience strategy, which includes steps to mitigate the impacts of climate change.",,
Kilroy_Reality,2017,"In 2018, we will add content to our Emergency Response Plans to incorporate additional risks due to climate change in those potentially impacted assets.",3,"This statement refers to a specific numeric target for the year 2018, which involves updating the Emergency Response Plans.",,
Kilroy_Reality,2017,MENLO CORPORATE CENTER INSTALLED 358 KW OF SOLAR CAPACITY IN 2017,,,3,"This statement acknowledges progress or achievement of a past commitment, which is the installation of solar capacity in 2017."
Kilroy_Reality,2017,"The increased focus on emissions is why we verify and disclose our Scope 1 and 2 emissions both in this report and to a variety of disclosure platforms such as GRESB, CDP and DJSI.",6,"This statement refers to a commitment to an external framework, which involves verifying and disclosing emissions to various platforms.",,
Kilroy_Reality,2017,21 buildings began sourcing 100% of their energy from renewable sources in 2017 through the san diego Gas & Electric EcoChoice program. An additional building began sourcing 100% of its power through the CleanPowersF program.,,,3,"This statement acknowledges progress or achievement of a past commitment, which is sourcing 100% renewable energy for certain buildings in 2017."
