Category,Year,Statement,TaxonomyA_Categories,TaxonomyA_Explanations,TaxonomyB_Categories,TaxonomyB_Explanations
Kilroy_Reality,2013,2013 was a terrific year in Kilroy Realty‟s increasing commitment to sustainability.,2,"This statement refers to a high-level commitment to sustainability, but does not provide specific details or targets.",3,"This statement refers to past commitments to sustainability, indicating that progress has been made."
Kilroy_Reality,2013,"As the premier developer and operator of LEED properties on the West Coast, we were proud to increase the percentage of our portfolio certified under LEED from 29% to 40%.",,,3,"This statement refers to a past commitment to increase the percentage of LEED certified properties, and acknowledges that this target has been achieved."
Kilroy_Reality,2013,"To expand and formalize our existing building programs, we have delivered on our goals from 2012 and began the process of enrolling in the LEED Volume Program for Existing Buildings.",,,3,"This statement refers to a past commitment to expand and formalize building programs, and acknowledges that this target has been achieved."
Kilroy_Reality,2013,"As we look over the next five years, we will continue to pursue our goal to reduce energy usage in our existing portfolio by 10%. We also will focus on our water programs so that we meet our deadline of a 10% reduction in water usage portfolio-wide by 2017.",3,This statement refers to specific numeric targets for reducing energy and water usage in the future.,,
Kilroy_Reality,2013,"Our challenge will be to balance our requirements for optimized tenant comfort, healthy building materials, and reduced resource consumption as we pursue projects on the cutting edge of sustainable design.",2,"This statement refers to a high-level commitment to sustainable design, but does not provide specific details or targets.",,
Kilroy_Reality,2013,"Finally, over the past several years we have expanded our definition of sustainability to include both social and governance factors, which is why this sustainability report includes more social and governance information than prior years.",,,5,"This statement refers to a past commitment to expand the definition of sustainability, and indicates that this commitment has been updated or extended."
Kilroy_Reality,2013,We continued to revitalize the recycling programs in more of our buildings by training our tenants to throw away only recyclable materials at their desks and take their non-recyclable waste to common area bins.,2,This statement refers to a generic commitment to continue improving recycling programs in the company's buildings.,3,This statement acknowledges progress in revitalizing recycling programs in the company's buildings.
Kilroy_Reality,2013,In 2013 we increased our overall portfolio diversion rate from 43% to 54%.,,,3,This statement acknowledges progress in increasing the company's portfolio diversion rate.
Kilroy_Reality,2013,We will be extending these programs to additional buildings in Los Angeles and elsewhere in 2014.,2,This statement refers to a generic commitment to extend recycling programs to additional buildings in the future.,,
Kilroy_Reality,2013,"We continued to expand our network of electric vehicle charging stations in 2013, adding an additional 11 stations in Los Angeles, Santa Monica, El Segundo, and Kirkland. Installations in 2014 are planned for Hollywood, San Francisco, Calabasas, Los Angeles and Menlo Park.",2,This statement refers to a generic commitment to continue expanding the company's network of electric vehicle charging stations.,3,This statement acknowledges progress in expanding the company's network of electric vehicle charging stations.
